Date,Country,Confirmed,Deaths,Recovered,Active
6/30/20,Bosnia and Herzegovina,4453,186,2402,1865
6/30/20,Botswana,227,1,28,198
6/30/20,Brazil,1402041,59594,788318,554129
6/30/20,Brunei,141,3,138,0
6/30/20,Bulgaria,4989,230,2676,2083
6/30/20,Burkina Faso,962,53,838,71
6/30/20,Burma,299,6,222,71
6/30/20,Burundi,170,1,115,54
6/30/20,Cabo Verde,1227,15,629,583
6/30/20,Cambodia,141,0,130,11
6/30/20,Cameroon,12592,313,10100,2179
6/30/20,Canada,106084,8649,0,97435
6/30/20,Central African Republic,3745,47,787,2911
6/30/20,Chad,866,74,781,11
6/30/20,Chile,279393,5688,241229,32476
6/30/20,China,84785,4641,79632,512
6/30/20,Colombia,95269,3376,40021,51872
6/30/20,Comoros,303,7,200,96
6/30/20,Congo (Brazzaville),1087,37,456,594
6/30/20,Congo (Kinshasa),7039,170,1426,5443
6/30/20,Costa Rica,3459,16,1436,2007
6/30/20,Cote d'Ivoire,9499,68,4273,5158
6/30/20,Croatia,2777,107,2155,515
6/30/20,Cuba,2341,86,2214,41
6/30/20,Cyprus,998,19,833,146
6/30/20,Czechia,11954,349,7771,3834
6/30/20,Denmark,12968,605,11849,514
6/30/20,Djibouti,4682,54,4524,104
6/30/20,Dominica,18,0,18,0
6/30/20,Dominican Republic,32568,747,17580,14241
6/30/20,Ecuador,56432,4527,27594,24311
6/30/20,Egypt,68311,2953,18460,46898
6/30/20,El Salvador,6438,174,3770,2494
6/30/20,Equatorial Guinea,2001,32,515,1454
6/30/20,Eritrea,203,0,53,150
6/30/20,Estonia,1989,69,1829,91
6/30/20,Eswatini,812,11,408,393
6/30/20,Ethiopia,5846,103,2430,3313
6/30/20,Fiji,18,0,18,0
6/30/20,Finland,7214,328,6600,286
6/30/20,France,202063,29846,76399,95818
6/30/20,Gabon,5394,42,2420,2932
6/30/20,Gambia,49,2,27,20
6/30/20,Georgia,928,15,794,119
6/30/20,Germany,195418,8990,178100,8328
6/30/20,Ghana,17741,112,13268,4361
6/30/20,Greece,3409,192,1374,1843
6/30/20,Grenada,23,0,23,0
6/30/20,Guatemala,18096,773,3194,14129
6/30/20,Guinea,5391,33,4326,1032
6/30/20,Guinea-Bissau,1654,24,317,1313
6/30/20,Guyana,245,12,114,119
6/30/20,Haiti,5975,105,931,4939
6/30/20,Holy See,12,0,12,0
6/30/20,Honduras,19558,497,2060,17001
6/30/20,Hungary,4155,585,2692,878
6/30/20,Iceland,1842,10,1819,13
6/30/20,India,585481,17400,347912,220169
6/30/20,Indonesia,56385,2876,24806,28703
6/30/20,Iran,227662,10817,188758,28087
6/30/20,Iraq,49109,1943,24760,22406
6/30/20,Ireland,25473,1736,23364,373
6/30/20,Israel,25244,320,17341,7583
6/30/20,Italy,240578,34767,190248,15563
6/30/20,Jamaica,702,10,553,139
6/30/20,Japan,18615,972,16458,1185
6/30/20,Jordan,1132,9,882,241
6/30/20,Kazakhstan,22308,188,13558,8562
6/30/20,Kenya,6366,148,2039,4179
6/30/20,"Korea, South",12850,282,11613,955
6/30/20,Kosovo,2878,51,1577,1250
6/30/20,Kuwait,46195,354,37030,8811
6/30/20,Kyrgyzstan,5506,61,2443,3002
6/30/20,Laos,19,0,19,0
6/30/20,Latvia,1118,30,974,114
6/30/20,Lebanon,1778,34,1183,561
6/30/20,Lesotho,27,0,4,23
6/30/20,Liberia,780,36,324,420
6/30/20,Libya,824,24,209,591
6/30/20,Liechtenstein,82,1,81,0
6/30/20,Lithuania,1817,78,1515,224
6/30/20,Luxembourg,4299,110,3998,191
6/30/20,Madagascar,2214,20,994,1200
6/30/20,Malawi,1224,14,260,950
6/30/20,Malaysia,8639,121,8354,164
6/30/20,Maldives,2361,9,1944,408
6/30/20,Mali,2181,116,1474,591
6/30/20,Malta,670,9,640,21
6/30/20,Mauritania,4363,129,1622,2612
6/30/20,Mauritius,341,10,326,5
6/30/20,Mexico,226089,27769,174538,23782
6/30/20,Moldova,16613,545,9382,6686
6/30/20,Monaco,103,4,95,4
6/30/20,Mongolia,220,0,176,44
6/30/20,Montenegro,548,12,315,221
6/30/20,Morocco,12533,228,8920,3385
6/30/20,Mozambique,889,6,0,883
6/30/20,Namibia,205,0,24,181
6/30/20,Nepal,13564,29,3194,10341
6/30/20,Netherlands,50483,6132,186,44165
6/30/20,New Zealand,1528,22,1484,22
6/30/20,Nicaragua,2519,83,1238,1198
6/30/20,Niger,1075,67,943,65
6/30/20,Nigeria,25694,590,9746,15358
6/30/20,North Macedonia,6334,302,2475,3557
6/30/20,Norway,8879,250,8138,491
6/30/20,Oman,40070,176,23425,16469
6/30/20,Pakistan,213470,4395,100802,108273
6/30/20,Panama,33550,631,15745,17174
6/30/20,Papua New Guinea,11,0,8,3
6/30/20,Paraguay,2221,17,1089,1115
6/30/20,Peru,285213,9677,174535,101001
6/30/20,Philippines,37514,1266,10233,26015
6/30/20,Poland,34393,1463,21281,11649
6/30/20,Portugal,42141,1576,27505,13060
6/30/20,Qatar,96088,113,81564,14411
6/30/20,Romania,26970,1651,19050,6269
6/30/20,Russia,646929,9306,411973,225650
6/30/20,Rwanda,1025,2,447,576
6/30/20,Saint Kitts and Nevis,15,0,15,0
6/30/20,Saint Lucia,19,0,19,0
6/30/20,Saint Vincent and the Grenadines,29,0,29,0
6/30/20,San Marino,698,42,656,0
6/30/20,Sao Tome and Principe,714,13,236,465
6/30/20,Saudi Arabia,190823,1649,130766,58408
6/30/20,Senegal,6793,112,4431,2250
6/30/20,Serbia,14564,277,12662,1625
6/30/20,Seychelles,81,0,11,70
6/30/20,Sierra Leone,1462,60,974,428
6/30/20,Singapore,43907,26,38500,5381
6/30/20,Slovakia,1667,28,1464,175
6/30/20,Slovenia,1600,111,1384,105
6/30/20,Somalia,2924,90,910,1924
6/30/20,South Africa,151209,2657,73543,75009
6/30/20,South Sudan,2007,38,279,1690
6/30/20,Spain,249271,28355,150376,70540
6/30/20,Sri Lanka,2047,11,1711,325
6/30/20,Sudan,9257,572,4014,4671
6/30/20,Suriname,515,13,227,275
6/30/20,Sweden,68451,5333,0,63118
6/30/20,Switzerland,31714,1963,29200,551
6/30/20,Syria,279,9,0,270
6/30/20,Taiwan*,447,7,437,3
6/30/20,Tajikistan,5900,52,4506,1342
6/30/20,Tanzania,509,21,183,305
6/30/20,Thailand,3171,58,3056,57
6/30/20,Timor-Leste,24,0,0,24
6/30/20,Togo,650,14,402,234
6/30/20,Trinidad and Tobago,130,8,113,9
6/30/20,Tunisia,1174,50,1031,93
6/30/20,Turkey,199906,5131,173111,21664
6/30/20,US,2636414,127432,720631,1788351
6/30/20,Uganda,889,0,819,70
6/30/20,Ukraine,45254,1173,19792,24289
6/30/20,United Arab Emirates,48667,315,37566,10786
6/30/20,United Kingdom,285216,43813,1359,240003
6/30/20,Uruguay,936,27,824,85
6/30/20,Uzbekistan,8503,26,5682,2795
6/30/20,Venezuela,5832,51,1649,4132
6/30/20,Vietnam,355,0,335,20
6/30/20,West Bank and Gaza,2428,8,451,1969
6/30/20,Western Sahara,10,1,8,1
6/30/20,Yemen,1158,312,488,358
6/30/20,Zambia,1594,24,1329,241
6/30/20,Zimbabwe,591,7,162,422
